Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,header_chrome,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: ALL IN ONE PLACE Education and resources to support your practice throughout the BOTOX® patient journey Register…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_0,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,Major content region in main (div). Preview: BOTOX® PRODUCT AUTHENTICITY Is your BOTOX® authentic and FDA approved for use in the US? Here's how to be sure. LEARN MO…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_1,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: PERSONALIZED SUPPORT Invite all your BOTOX® patients to enroll in BOTOX® Complete BOTOX® Complete is a free, personalize…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,columns,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: ALL IN ONE PLACE Everything your practice needs for BOTOX® therapeutic use Welcome to BOTOX® ONE®. We're committed to he…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_3,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,"Major content region in main (div). Preview: Dashboard See key information in a single location Create a profile and view your practice’s BOTOX® dashboard, which con…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_4,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,"Major content region in main (div). Preview: COMPREHENSIVE Made for your team Whether you're an injector or an office manager, BOTOX ONE® is your source for all thin…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_5,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 6,"Major content region in main (div). Preview: RESOURCES Download clinical, office, and patient resources It’s never been easier to quickly access the resources you ne…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_6,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 7,Major content region in main (div). Preview: Help Assistance from AbbVie experts Get in touch with a BOTOX® Account Specialist to answer any questions you may have. …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_7,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 8,Major content region in main (div). Preview: INTRODUCING BOTOX® COMPLETE Introducing Personalized support for your patients on BOTOX® Support for ALL BOTOX® patients…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,main_region_8,default,templateIds: tpl_0
HOME | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/,site_footer,default,templateIds: tpl_0
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,header_chrome,default,templateIds: tpl_1
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Hyperhidrosis Hyperhidrosis Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,main_region_0,default,templateIds: tpl_1
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 1,Major content region in main (div). Preview: One treatment Up to 201 days of drier underarms1 BOTOX® is proven to provide over 6 months of improvement from severe pr…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,main_region_1,default,templateIds: tpl_1
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Indication Primary Axillary Hyperhidrosis BOTOX® is indicated for the treatment of severe primary axillary hyperhidrosis…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,main_region_2,default,templateIds: tpl_1
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: BOTOX® efficacy was shown in the majority of patients with severe primary axillary hyperhidrosis1 When topical agents ar…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,main_region_3,default,templateIds: tpl_1
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: Dosing and administration Review the supplies and procedure to administer BOTOX®. VIEW DOSING AND ADMINISTRATION…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,main_region_4,default,templateIds: tpl_1
Severe Primary Axillary Hyperhidrosis | BOTOX ONE®| BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis,site_footer,default,templateIds: tpl_1
Register | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/register,header_chrome,default,templateIds: tpl_2
Register | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: // Editor evaluates this script and if the clientlib is not loaded by then, it will fail. Hence triggering an // event a…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/register,columns,default,templateIds: tpl_2
Register | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/register,site_footer,default,templateIds: tpl_2
Sign In | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/sign-in,header_chrome,default,templateIds: tpl_3
Sign In | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,"Major content region in main (div). Preview: Enter Your Username and Password *Required // Editor evaluates this script and if the clientlib is not loaded by then, i…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/sign-in,main_region_0,default,templateIds: tpl_3
Sign In | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/sign-in,site_footer,default,templateIds: tpl_3
Patient Access and Support | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/patient-access-and-support,header_chrome,default,templateIds: tpl_4
Patient Access and Support | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: PATIENT ACCESS AND SUPPORT Introducing BOTOX® Complete—Personalized support for your patients on BOTOX®…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/patient-access-and-support,main_region_0,default,templateIds: tpl_4
Patient Access and Support | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Patient Savings Patient Savings Coverage and Access Tool BOTOX® Complete Program Patient Savings Coverage and Access Too…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/patient-access-and-support,columns,default,templateIds: tpl_4
Patient Access and Support | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: BOTOX® Complete is a new personalized support program designed to help all BOTOX® patients stay on track with treatment …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/patient-access-and-support,main_region_2,default,templateIds: tpl_4
Patient Access and Support | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 6,"Major content region in main (div). Preview: myAbbVie Assist If your patient is having difficulty paying for their medicine, AbbVie may be able to help. Visit AbbVie…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/patient-access-and-support,main_region_6,default,templateIds: tpl_4
Patient Access and Support | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/patient-access-and-support,site_footer,default,templateIds: tpl_4
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,header_chrome,default,templateIds: tpl_5
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: We’re here to help Request a BOTOX® Account Specialist for personalized support.…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,main_region_0,default,templateIds: tpl_5
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: // Editor evaluates this script and if the clientlib is not loaded by then, it will fail. Hence triggering an // event a…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,columns,default,templateIds: tpl_5
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: Contact AbbVie Global Headquarters, AbbVie 1 North Waukegan Road North Chicago, IL 60064 United States US Administrative…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,main_region_2,default,templateIds: tpl_5
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,"Major content region in main (div). Preview: Contact AbbVie AbbVie Inc. Headquarters 1 N. Waukegan Road North Chicago, Illinois 60064 (800) 255-5162 AbbVie Medical A…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,main_region_3,default,templateIds: tpl_5
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: Register Today! Create your BOTOX ONE® account in just a few minutes. Get Started…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,main_region_4,default,templateIds: tpl_5
Request a Rep | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/request-a-rep,site_footer,default,templateIds: tpl_5
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,header_chrome,default,templateIds: tpl_6
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Blepharospasm Blepharospasm Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,main_region_0,default,templateIds: tpl_6
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,Major content region in main (div). Preview: Trust in the first-in-class treatment BOTOX® was the first neurotoxin FDA approved for Blepharospasm in 19891…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,main_region_1,default,templateIds: tpl_6
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Indication Blepharospasm and Strabismus BOTOX® is indicated for the treatment of strabismus and blepharospasm associated…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,main_region_2,default,templateIds: tpl_6
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: Transcript Hear about Blepharospasm patients from Dr. Alan Scott, one of the founders of BOTOX®. A rare condition that s…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,columns,default,templateIds: tpl_6
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,Major content region in main (div). Preview: Proven dosing established more than 30 years ago Used to treat Blepharospasm since 1989.1 VIEW DOSING AND ADMINISTRATION…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,main_region_5,default,templateIds: tpl_6
Blepharospasm | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/blepharospasm,site_footer,default,templateIds: tpl_6
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,header_chrome,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Overactive Bladder Overactive Bladder Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Se…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,main_region_0,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,Major content region in main (div). Preview: For patients when an OAB* medication† fails Six months between treatments‡ and no daily OAB pills1 That’s the freedom of…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,main_region_1,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Indication Adult Bladder Dysfunction Overactive Bladder BOTOX® (onabotulinumtoxinA) for injection is indicated for the t…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,main_region_2,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: ACCORDING TO MARKET RESEARCH: Your OAB patients may be ready for BOTOX® OAB patients have tried ~2 oral medications on a…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,columns,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 7,Major content region in main (div). Preview: BOTOX® safety profile for OAB is well characterized Most common adverse events were established in pivotal studies1 VIEW…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,main_region_7,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 8,Major content region in main (div). Preview: OAB is treated at its source BOTOX® is injected directly into the detrusor muscle during an in-office procedure1 VIEW DO…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,main_region_8,default,templateIds: tpl_7
Overactive Bladder | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/oab,site_footer,default,templateIds: tpl_7
Severe Primary Axillary Hyperhidrosis - Dosing and Administration | BOTOX ONE | BOTOX® (onabotulinumtoxinA)®,Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/dosing,header_chrome,default,templateIds: tpl_8
Severe Primary Axillary Hyperhidrosis - Dosing and Administration | BOTOX ONE | BOTOX® (onabotulinumtoxinA)®,main region 0,Major content region in main (div). Preview: Hyperhidrosis Hyperhidrosis Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/dosing,main_region_0,default,templateIds: tpl_8
Severe Primary Axillary Hyperhidrosis - Dosing and Administration | BOTOX ONE | BOTOX® (onabotulinumtoxinA)®,columns,Major content region in main (div). Preview: MINOR'S IODINE-STARCH TEST Iodine solution Cornstarch Surgical pen Alcohol to clean area Reconstitution 0.9% nonpreserve…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/dosing,columns,default,templateIds: tpl_8
Severe Primary Axillary Hyperhidrosis - Dosing and Administration | BOTOX ONE | BOTOX® (onabotulinumtoxinA)®,main region 3,Major content region in main (div). Preview: STEP 1 Perform Minor's Iodine-Starch Test1 Patients should shave underarms and abstain from use of over-the-counter deod…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/dosing,main_region_3,default,templateIds: tpl_8
Severe Primary Axillary Hyperhidrosis - Dosing and Administration | BOTOX ONE | BOTOX® (onabotulinumtoxinA)®,Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/hyperhidrosis/dosing,site_footer,default,templateIds: tpl_8
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,header_chrome,default,templateIds: tpl_9
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Strabismus Strabismus Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor Sec 2…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,main_region_0,default,templateIds: tpl_9
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,Major content region in main (div). Preview: The first and only neurotoxin approved for Strabismus BOTOX® has been a proven first-line option for treating Strabismus…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,main_region_1,default,templateIds: tpl_9
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Indication Blepharospasm and Strabismus BOTOX® is indicated for the treatment of strabismus and blepharospasm associated…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,main_region_2,default,templateIds: tpl_9
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: What to look for Misalignment of the eyes results from the failure of eye muscles to work together in Strabismus patient…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,main_region_3,default,templateIds: tpl_9
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: A nonsurgical option for Strabismus Proven dosing established for more than 30 years.1 VIEW DOSING and ADMINISTRATION…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,columns,default,templateIds: tpl_9
Strabismus | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/strabismus,site_footer,default,templateIds: tpl_9
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,header_chrome,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult OAB-NC Adult OAB-NC Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link List Sec 1 Anchor S…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,main_region_0,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,Major content region in main (div). Preview: WHEN OAB* DUE TO A NEUROLOGIC CONDITION (OAB-NC) MAKES MATTERS WORSE… That’s a sign it’s time for BOTOX® Ask your patien…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,main_region_1,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Indication Adult Bladder Dysfunction Detrusor Overactivity Associated With a Neurologic Condition BOTOX® is indicated fo…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,main_region_2,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Assess the impact of urinary incontinence on your MS patients with OAB 85% of people surveyed find OAB symptoms to be as…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,columns,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: BOTOX® cut leakage episodes by more than half2 BOTOX® is a proven treatment for OAB-NC VIEW EFFICACY…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,main_region_4,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 5,Major content region in main (div). Preview: Established safety Urinary tract infection and urinary retention are the most common side effects of BOTOX® treatment (e…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,main_region_5,default,templateIds: tpl_10
